x1,y1,dx1,dy1,x2,y2,dx2,dy2,ans
95.43,29.62,-0.12,0.0,23.43,39.33,-0.16,0.0,ball_1
17.79,70.73,-0.17,0.0,91.95,44.88,-0.75,0.0,ball_2
91.38,1.9,0.71,0.0,86.17,26.34,-0.2,0.0,ball_1
55.0,47.89,0.83,0.0,27.5,22.29,-0.34,0.0,ball_2
78.54,24.33,0.37,0.0,40.3,24.33,0.77,0.0,same
97.57,41.38,-0.78,0.0,97.2,79.3,0.26,0.0,ball_1
93.1,16.92,-0.47,0.0,42.34,22.9,0.71,0.0,ball_1
72.88,90.86,0.04,0.0,57.17,90.86,0.96,0.0,same
46.59,2.09,-0.27,0.0,58.74,80.68,0.21,0.0,ball_1
56.46,43.66,0.23,0.0,24.13,93.49,-0.26,0.0,ball_1
97.88,91.08,0.05,0.0,38.48,88.43,-0.75,0.0,ball_2
20.81,32.96,0.56,0.0,7.13,76.95,-0.73,0.0,ball_1
21.2,78.93,-0.66,0.0,19.18,38.93,-0.11,0.0,ball_2
99.47,89.56,-0.96,0.0,18.69,24.25,0.49,0.0,ball_2
16.97,87.16,0.77,0.0,36.74,41.16,-0.48,0.0,ball_2
13.38,84.02,-0.89,0.0,69.22,76.79,-0.01,0.0,ball_2
45.2,85.41,0.81,0.0,33.05,56.37,0.97,0.0,ball_2
99.08,60.02,0.06,0.0,89.28,60.02,-0.47,0.0,same
15.75,35.11,0.61,0.0,35.59,41.94,0.14,0.0,ball_1
13.12,51.69,-0.14,0.0,45.67,18.16,-0.26,0.0,ball_2
51.58,85.69,-0.76,0.0,68.69,92.68,-0.61,0.0,ball_1
34.41,18.35,-0.56,0.0,90.18,16.64,-0.92,0.0,ball_2
52.34,87.56,-0.12,0.0,21.2,1.42,-0.92,0.0,ball_2
73.79,85.56,0.02,0.0,50.63,86.96,0.95,0.0,ball_1
94.34,12.98,-0.54,0.0,2.41,12.98,0.59,0.0,same
45.15,24.64,0.29,0.0,32.41,94.87,0.18,0.0,ball_1
63.74,41.53,0.76,0.0,52.27,53.63,-0.91,0.0,ball_1
67.46,39.41,0.67,0.0,55.49,88.65,0.32,0.0,ball_1
87.03,55.46,-0.53,0.0,27.59,55.46,0.42,0.0,same
10.49,10.44,0.52,0.0,26.63,96.42,-0.63,0.0,ball_1
40.98,39.17,0.28,0.0,10.18,1.12,-0.19,0.0,ball_2
94.5,47.79,0.46,0.0,76.62,70.48,-0.33,0.0,ball_1
20.68,55.53,0.8,0.0,17.37,34.91,-0.75,0.0,ball_2
91.34,48.01,-0.13,0.0,5.04,47.35,0.02,0.0,ball_2
12.3,45.42,-0.37,0.0,68.92,96.76,-1.0,0.0,ball_1
71.74,41.61,0.62,0.0,22.45,33.39,-0.02,0.0,ball_2
43.39,32.58,0.35,0.0,91.96,73.16,0.44,0.0,ball_1
65.17,13.98,-1.0,0.0,15.96,51.32,-0.63,0.0,ball_1
57.82,12.07,0.25,0.0,17.82,67.72,-0.73,0.0,ball_1
63.62,15.04,-0.52,0.0,94.37,41.06,-0.94,0.0,ball_1
67.78,8.39,-0.27,0.0,42.94,8.39,-0.58,0.0,same
59.0,7.94,-0.61,0.0,64.01,62.57,0.37,0.0,ball_1
90.21,67.54,0.21,0.0,1.89,50.75,0.48,0.0,ball_2
63.96,24.94,0.4,0.0,91.46,69.1,0.76,0.0,ball_1
4.36,81.93,-1.0,0.0,56.47,60.2,-0.38,0.0,ball_2
31.51,91.03,0.9,0.0,60.29,11.46,0.01,0.0,ball_2
75.93,4.97,0.94,0.0,37.03,6.58,0.84,0.0,ball_1
96.5,27.62,0.74,0.0,95.47,5.63,0.93,0.0,ball_2
16.76,3.08,0.37,0.0,44.64,96.98,-1.0,0.0,ball_1
35.29,55.68,-0.25,0.0,40.14,55.68,-0.15,0.0,same
59.32,31.95,-0.79,0.0,27.94,28.7,0.78,0.0,ball_2
21.65,62.6,0.51,0.0,69.71,80.76,0.22,0.0,ball_1
49.6,42.96,0.14,0.0,96.88,97.75,0.19,0.0,ball_1
95.68,14.47,-0.06,0.0,43.39,14.47,-0.08,0.0,same
24.78,7.75,0.97,0.0,75.65,55.06,0.18,0.0,ball_1
63.93,91.36,0.97,0.0,4.31,55.89,0.57,0.0,ball_2
1.81,78.59,0.03,0.0,19.63,78.59,0.86,0.0,same
64.17,65.4,0.37,0.0,51.12,64.76,-0.55,0.0,ball_2
1.95,19.55,-0.5,0.0,8.26,19.55,-0.56,0.0,same
7.26,46.74,-0.66,0.0,31.87,46.74,0.13,0.0,same
20.34,61.14,-0.53,0.0,66.22,29.65,-0.07,0.0,ball_2
98.05,4.75,0.34,0.0,41.96,38.0,-0.65,0.0,ball_1
5.32,67.69,0.71,0.0,10.69,6.0,0.15,0.0,ball_2
84.77,24.16,0.66,0.0,96.39,93.84,-0.49,0.0,ball_1
14.99,29.95,-0.55,0.0,94.27,84.05,0.9,0.0,ball_1
18.23,72.75,0.4,0.0,90.76,41.59,0.99,0.0,ball_2
6.31,99.2,0.09,0.0,88.33,44.35,0.19,0.0,ball_2
35.13,41.57,0.56,0.0,5.26,81.06,-0.09,0.0,ball_1
19.86,14.77,-0.42,0.0,79.52,14.77,-0.43,0.0,same
41.48,35.14,0.8,0.0,2.51,75.14,0.93,0.0,ball_1
70.03,62.87,-0.1,0.0,2.53,48.25,-0.16,0.0,ball_2
38.92,75.27,-0.03,0.0,88.87,81.23,-0.22,0.0,ball_1
37.22,7.44,-0.43,0.0,62.14,40.61,0.07,0.0,ball_1
79.9,88.91,-0.4,0.0,4.36,88.91,-0.24,0.0,same
54.49,83.06,0.52,0.0,21.84,19.32,-0.84,0.0,ball_2
80.15,81.93,-0.4,0.0,22.06,81.93,-0.78,0.0,same
46.36,9.21,-0.38,0.0,66.27,17.97,-0.32,0.0,ball_1
65.47,11.17,-0.9,0.0,73.34,11.17,0.54,0.0,same
7.27,61.26,-0.1,0.0,10.23,44.38,-0.3,0.0,ball_2
66.14,44.59,-0.18,0.0,29.34,44.59,-0.96,0.0,same
79.04,24.35,0.72,0.0,7.3,56.65,0.35,0.0,ball_1
57.01,86.05,0.72,0.0,85.27,73.29,-0.09,0.0,ball_2
76.76,99.26,0.07,0.0,17.72,73.12,0.78,0.0,ball_2
65.47,94.48,0.42,0.0,26.92,13.99,0.56,0.0,ball_2
62.07,89.93,-0.97,0.0,22.23,38.55,-0.58,0.0,ball_2
9.43,68.34,0.73,0.0,71.19,68.45,-0.6,0.0,ball_1
8.29,34.62,0.08,0.0,67.98,11.03,0.16,0.0,ball_2
85.21,81.56,-0.63,0.0,23.47,16.79,0.79,0.0,ball_2
56.93,0.92,0.07,0.0,79.91,22.04,-0.41,0.0,ball_1
97.3,38.05,0.19,0.0,60.76,69.12,0.58,0.0,ball_1
80.83,81.76,-0.03,0.0,66.64,81.76,0.78,0.0,same
72.85,64.61,0.52,0.0,86.41,43.36,0.07,0.0,ball_2
20.41,87.11,-0.5,0.0,92.55,98.64,0.78,0.0,ball_1
4.72,51.43,-0.41,0.0,95.84,30.34,-0.03,0.0,ball_2
21.97,96.52,-0.81,0.0,39.81,5.53,0.73,0.0,ball_2
96.06,81.94,0.85,0.0,16.52,81.94,-0.76,0.0,same
64.22,43.91,-0.9,0.0,77.95,46.76,-0.77,0.0,ball_1
29.46,97.54,-0.32,0.0,57.3,20.33,-0.39,0.0,ball_2
9.89,45.08,0.3,0.0,30.05,7.16,0.49,0.0,ball_2
94.99,17.89,0.72,0.0,82.04,17.89,-0.56,0.0,same
59.51,99.43,-0.96,0.0,34.96,99.43,-0.95,0.0,same
75.29,91.62,-0.08,0.0,43.16,9.73,-0.01,0.0,ball_2
27.84,45.6,-0.05,0.0,9.17,8.61,-0.24,0.0,ball_2
22.12,30.33,0.06,0.0,55.1,30.33,0.16,0.0,same
99.73,16.61,-0.03,0.0,84.82,23.77,-0.69,0.0,ball_1
94.41,50.53,0.4,0.0,43.11,16.83,0.38,0.0,ball_2
15.41,77.39,-0.44,0.0,91.77,77.39,0.14,0.0,same
70.78,34.22,-0.03,0.0,65.13,19.49,0.98,0.0,ball_2
60.39,73.13,-0.86,0.0,27.78,30.55,-0.86,0.0,ball_2
62.23,84.06,-0.1,0.0,9.45,75.98,-0.19,0.0,ball_2
32.34,7.01,0.09,0.0,83.88,47.18,-0.56,0.0,ball_1
1.65,46.59,0.42,0.0,31.69,6.48,-0.11,0.0,ball_2
57.4,10.48,0.64,0.0,55.05,2.1,-0.94,0.0,ball_2
46.66,70.41,0.65,0.0,54.87,7.28,-0.62,0.0,ball_2
1.07,68.41,-0.36,0.0,24.47,81.7,0.1,0.0,ball_1
31.71,1.64,-0.47,0.0,12.99,1.64,0.07,0.0,same
40.74,15.05,-0.96,0.0,12.22,65.93,0.31,0.0,ball_1
58.24,19.49,-0.75,0.0,1.81,63.59,-0.04,0.0,ball_1
17.36,33.23,0.12,0.0,42.93,33.23,-0.03,0.0,same
65.93,14.75,0.66,0.0,14.42,85.05,0.81,0.0,ball_1
11.99,5.38,-0.96,0.0,27.93,8.76,-0.72,0.0,ball_1
6.36,77.4,-0.57,0.0,89.54,10.05,-0.38,0.0,ball_2
77.43,13.35,-0.24,0.0,51.22,47.98,0.82,0.0,ball_1
42.93,45.91,0.45,0.0,59.31,96.72,0.37,0.0,ball_1
64.66,58.61,0.37,0.0,55.22,7.27,0.52,0.0,ball_2
95.9,93.93,0.88,0.0,93.02,33.21,-0.85,0.0,ball_2
22.23,26.93,0.75,0.0,74.63,18.16,0.71,0.0,ball_2
76.36,90.95,0.74,0.0,70.94,39.58,-0.82,0.0,ball_2
53.17,95.12,0.97,0.0,61.33,71.08,-0.54,0.0,ball_2
99.37,62.86,-0.36,0.0,73.45,18.69,-0.26,0.0,ball_2
45.31,14.93,0.91,0.0,67.42,59.61,-0.78,0.0,ball_1
22.26,11.97,-0.9,0.0,82.84,11.97,0.6,0.0,same
78.05,18.13,-0.82,0.0,63.16,47.87,0.68,0.0,ball_1
82.22,94.12,-0.12,0.0,51.32,27.22,-0.01,0.0,ball_2
18.52,60.09,-0.17,0.0,35.03,29.72,-0.57,0.0,ball_2
95.54,23.53,-0.71,0.0,4.66,23.53,-0.85,0.0,same
4.01,92.48,-0.7,0.0,68.62,17.41,0.94,0.0,ball_2
74.24,70.1,0.02,0.0,41.11,89.78,0.89,0.0,ball_1
95.54,8.48,-0.1,0.0,47.87,58.07,0.23,0.0,ball_1
11.88,48.08,-0.84,0.0,29.59,48.08,0.95,0.0,same
5.4,45.74,-0.02,0.0,34.49,45.74,-0.58,0.0,same
88.34,19.08,0.08,0.0,1.91,89.97,-0.12,0.0,ball_1
15.74,45.56,-0.1,0.0,6.66,45.56,0.26,0.0,same
18.2,78.84,-0.8,0.0,44.13,81.47,-0.07,0.0,ball_1
11.24,7.04,-0.72,0.0,15.62,38.75,-0.44,0.0,ball_1
21.61,92.14,-0.87,0.0,92.68,33.97,-0.98,0.0,ball_2
69.35,6.6,-0.75,0.0,63.76,6.6,0.77,0.0,same
66.52,73.96,0.55,0.0,41.98,13.89,-0.69,0.0,ball_2
5.62,40.4,0.32,0.0,54.6,61.34,-0.29,0.0,ball_1
83.16,39.23,0.98,0.0,19.35,88.17,0.3,0.0,ball_1
27.86,35.58,0.52,0.0,69.08,46.85,0.74,0.0,ball_1
27.62,41.09,-0.07,0.0,80.43,96.29,0.49,0.0,ball_1
20.65,18.18,-0.53,0.0,60.06,7.0,-0.89,0.0,ball_2
79.91,52.44,0.76,0.0,72.14,18.97,-0.23,0.0,ball_2
24.47,82.09,0.9,0.0,23.28,73.24,-0.86,0.0,ball_2
61.76,84.01,-0.13,0.0,46.27,28.21,0.3,0.0,ball_2
64.58,34.42,-0.42,0.0,96.15,65.69,0.96,0.0,ball_1
27.54,88.79,0.05,0.0,82.18,22.76,-0.57,0.0,ball_2
42.36,76.88,0.4,0.0,87.45,96.51,0.75,0.0,ball_1
94.88,40.98,0.26,0.0,86.16,1.08,0.26,0.0,ball_2
58.98,54.08,-0.83,0.0,43.46,31.35,-0.98,0.0,ball_2
90.14,74.72,0.56,0.0,34.21,18.5,-0.5,0.0,ball_2
31.83,38.94,0.44,0.0,17.45,34.66,-0.06,0.0,ball_2
94.67,52.57,-0.7,0.0,69.0,52.57,-0.65,0.0,same
77.7,12.45,0.0,0.0,2.35,91.52,-0.39,0.0,ball_1
34.0,18.51,-0.39,0.0,62.38,31.86,-0.44,0.0,ball_1
29.71,27.58,-0.98,0.0,94.22,33.7,-0.23,0.0,ball_1
81.76,7.23,-0.8,0.0,97.58,18.76,0.26,0.0,ball_1
66.44,59.1,0.39,0.0,96.4,34.17,0.24,0.0,ball_2
37.9,13.68,-0.07,0.0,57.54,74.99,-0.71,0.0,ball_1
72.98,2.91,-0.67,0.0,98.78,76.95,-0.01,0.0,ball_1
34.98,28.2,-0.72,0.0,84.3,74.28,0.58,0.0,ball_1
80.08,82.98,-0.19,0.0,75.95,82.98,0.8,0.0,same
0.79,51.17,-0.61,0.0,70.68,51.17,-0.97,0.0,same
7.34,57.42,-0.64,0.0,42.26,57.42,-0.47,0.0,same
17.21,49.5,0.31,0.0,46.6,49.5,0.44,0.0,same
36.5,52.26,-0.35,0.0,74.11,44.57,0.77,0.0,ball_2
7.57,54.1,0.58,0.0,88.32,96.6,0.6,0.0,ball_1
97.37,96.76,0.59,0.0,79.17,29.98,-0.31,0.0,ball_2
1.18,82.88,0.35,0.0,56.98,82.88,-0.52,0.0,same
22.28,68.29,-0.7,0.0,90.73,43.26,-0.5,0.0,ball_2
34.21,39.72,-0.29,0.0,78.0,39.72,-0.27,0.0,same
30.32,75.85,-0.85,0.0,93.9,75.85,0.18,0.0,same
28.05,61.38,-0.15,0.0,92.04,61.38,0.19,0.0,same
60.81,77.93,-0.43,0.0,57.68,13.16,0.78,0.0,ball_2
27.55,33.2,0.48,0.0,40.51,48.77,-0.39,0.0,ball_1
62.56,21.52,-0.01,0.0,33.58,21.52,0.17,0.0,same
88.31,18.69,0.13,0.0,77.82,50.03,0.89,0.0,ball_1
54.27,6.63,-0.32,0.0,71.65,92.57,-0.17,0.0,ball_1
2.23,74.54,-0.3,0.0,35.02,36.17,0.67,0.0,ball_2
43.3,61.75,-0.94,0.0,57.32,13.54,0.52,0.0,ball_2
13.74,61.1,0.24,0.0,21.38,7.94,-0.16,0.0,ball_2
34.56,78.77,0.49,0.0,78.78,78.77,-0.1,0.0,same
67.45,84.6,-0.95,0.0,77.51,9.78,0.33,0.0,ball_2
52.02,83.56,-0.58,0.0,47.33,83.56,0.17,0.0,same
13.99,29.62,0.9,0.0,95.46,39.86,-0.54,0.0,ball_1
73.56,92.8,0.28,0.0,19.08,92.8,0.82,0.0,same
12.32,42.83,0.99,0.0,91.04,32.01,-0.2,0.0,ball_2
9.79,3.62,-0.59,0.0,62.82,13.56,-0.67,0.0,ball_1
89.75,17.62,-0.1,0.0,51.55,83.74,0.49,0.0,ball_1
70.03,76.02,0.98,0.0,42.51,43.9,0.18,0.0,ball_2
40.71,91.81,-0.15,0.0,93.97,94.28,-0.03,0.0,ball_1
59.99,17.62,0.11,0.0,42.89,81.12,-0.12,0.0,ball_1
64.62,74.5,0.01,0.0,70.97,74.5,-0.96,0.0,same
35.48,22.74,-0.54,0.0,48.99,74.7,-0.56,0.0,ball_1
87.08,3.03,-0.39,0.0,83.5,74.63,0.26,0.0,ball_1
80.29,49.95,-0.28,0.0,95.05,81.4,-0.17,0.0,ball_1
36.28,21.34,-0.11,0.0,63.91,21.34,-0.97,0.0,same
64.65,26.26,0.68,0.0,62.38,56.64,0.28,0.0,ball_1
12.46,27.06,-0.54,0.0,46.26,27.06,-0.97,0.0,same
58.07,23.12,0.64,0.0,73.58,7.46,-0.8,0.0,ball_2
74.25,79.48,-0.51,0.0,45.23,19.25,0.56,0.0,ball_2
55.42,32.36,0.48,0.0,75.07,32.36,0.84,0.0,same
29.42,6.88,0.36,0.0,15.44,93.24,-0.84,0.0,ball_1
65.4,73.75,0.25,0.0,62.75,73.75,-0.7,0.0,same
66.51,88.64,0.04,0.0,45.98,88.64,-0.69,0.0,same
64.31,56.76,-0.85,0.0,53.33,56.76,-0.76,0.0,same
69.24,12.67,0.13,0.0,32.27,12.67,-0.61,0.0,same
84.36,13.97,-0.74,0.0,34.75,40.51,0.12,0.0,ball_1
49.63,30.39,-0.79,0.0,1.29,27.16,0.27,0.0,ball_2
96.86,95.21,0.41,0.0,92.85,32.68,-0.84,0.0,ball_2
14.04,46.98,0.53,0.0,92.12,48.36,0.23,0.0,ball_1
74.14,91.95,-0.89,0.0,98.3,28.6,0.06,0.0,ball_2
21.57,81.43,0.31,0.0,57.04,81.43,0.66,0.0,same
28.55,41.93,-0.54,0.0,45.3,41.93,-0.53,0.0,same
14.57,75.26,0.71,0.0,46.88,28.79,0.01,0.0,ball_2
81.09,62.94,-0.68,0.0,97.5,29.16,0.02,0.0,ball_2
47.52,15.78,-0.28,0.0,29.02,72.3,-0.86,0.0,ball_1
55.82,12.86,0.59,0.0,69.38,5.3,-0.58,0.0,ball_2
16.47,76.23,-0.31,0.0,99.24,2.55,0.12,0.0,ball_2
67.54,43.72,-0.89,0.0,42.91,7.0,-0.23,0.0,ball_2
5.12,24.28,0.08,0.0,41.06,72.64,0.32,0.0,ball_1
9.96,19.62,0.09,0.0,9.9,89.73,0.7,0.0,ball_1
84.85,74.23,-0.66,0.0,75.68,31.75,0.67,0.0,ball_2
30.5,85.69,-0.23,0.0,24.91,61.16,0.67,0.0,ball_2
21.49,28.67,-0.28,0.0,29.03,28.67,-0.45,0.0,same
16.29,2.22,-0.97,0.0,65.64,2.22,-0.54,0.0,same
85.39,34.05,-0.89,0.0,67.47,1.52,-0.09,0.0,ball_2
73.32,69.24,-0.52,0.0,0.87,65.19,-0.37,0.0,ball_2
29.91,96.83,0.52,0.0,71.49,51.6,-0.26,0.0,ball_2
7.28,73.25,0.59,0.0,64.81,73.25,-0.85,0.0,same
92.63,86.8,0.7,0.0,4.56,85.9,-0.48,0.0,ball_2
29.7,66.91,0.7,0.0,75.1,84.02,-0.89,0.0,ball_1
92.67,41.06,0.97,0.0,45.55,41.06,0.27,0.0,same
41.06,52.05,0.69,0.0,85.47,92.53,-0.16,0.0,ball_1
76.55,96.72,-0.26,0.0,73.63,49.57,-0.15,0.0,ball_2
53.28,4.83,0.88,0.0,88.62,4.83,-0.74,0.0,same
1.79,24.39,0.21,0.0,29.72,14.21,0.77,0.0,ball_2
12.32,97.42,0.34,0.0,71.2,33.58,-0.11,0.0,ball_2
98.41,84.49,0.81,0.0,46.52,84.49,0.29,0.0,same
91.57,60.77,0.91,0.0,31.09,60.77,-0.5,0.0,same
17.47,30.85,-0.34,0.0,48.35,1.12,-0.16,0.0,ball_2
80.54,19.91,-0.16,0.0,46.24,19.91,-0.7,0.0,same
90.74,56.37,0.01,0.0,85.48,1.42,0.64,0.0,ball_2
54.17,80.25,0.5,0.0,54.01,26.87,-0.78,0.0,ball_2
47.68,65.36,-0.93,0.0,59.25,3.82,-0.21,0.0,ball_2
53.03,37.31,-0.62,0.0,1.86,13.63,0.42,0.0,ball_2
98.75,86.97,-0.01,0.0,26.65,60.86,-0.41,0.0,ball_2
50.95,17.15,0.18,0.0,97.34,29.42,0.17,0.0,ball_1
14.98,80.85,-0.35,0.0,25.73,53.01,0.91,0.0,ball_2
53.7,97.22,0.78,0.0,9.11,29.44,0.3,0.0,ball_2
53.29,67.42,0.66,0.0,21.75,60.47,0.89,0.0,ball_2
93.64,25.03,-0.31,0.0,57.11,44.1,-0.75,0.0,ball_1
51.69,32.5,0.99,0.0,82.62,32.5,-0.79,0.0,same
38.65,56.04,-0.87,0.0,48.33,56.04,-0.86,0.0,same
8.76,86.37,-0.9,0.0,92.7,86.37,-0.91,0.0,same
74.4,60.91,-0.15,0.0,1.16,39.68,-0.87,0.0,ball_2
54.76,94.25,-0.0,0.0,15.37,94.25,-0.28,0.0,same
99.82,46.52,0.84,0.0,58.32,47.3,-0.65,0.0,ball_1
54.39,53.05,-0.8,0.0,66.73,17.01,0.47,0.0,ball_2
54.35,26.84,-0.57,0.0,85.68,55.6,0.24,0.0,ball_1
31.94,16.22,-0.74,0.0,58.11,16.22,-0.26,0.0,same
53.65,95.37,0.28,0.0,15.3,85.3,0.55,0.0,ball_2
65.27,99.14,0.61,0.0,37.37,99.14,-0.51,0.0,same
94.05,8.1,-0.65,0.0,32.83,71.47,-0.42,0.0,ball_1
31.0,10.04,-0.65,0.0,90.47,55.26,-0.23,0.0,ball_1
5.62,72.32,0.69,0.0,84.46,0.47,0.41,0.0,ball_2
67.02,52.74,0.62,0.0,0.17,52.74,-0.1,0.0,same
69.25,81.15,-0.97,0.0,2.08,85.15,-0.82,0.0,ball_1
82.2,26.59,-0.43,0.0,18.25,26.59,-0.64,0.0,same
3.75,8.05,0.17,0.0,76.15,92.67,0.36,0.0,ball_1
51.69,3.23,-0.86,0.0,18.49,55.75,0.32,0.0,ball_1
92.09,17.28,0.92,0.0,33.08,57.28,-0.67,0.0,ball_1
21.16,53.22,-0.62,0.0,85.46,94.63,0.08,0.0,ball_1
14.74,76.09,-0.04,0.0,14.3,35.56,0.49,0.0,ball_2
31.12,87.29,-0.2,0.0,26.65,97.85,-0.1,0.0,ball_1
78.1,51.75,-0.21,0.0,84.47,45.34,0.19,0.0,ball_2
58.67,41.47,-0.48,0.0,25.25,75.96,0.56,0.0,ball_1
58.96,4.52,-0.75,0.0,62.28,4.85,0.89,0.0,ball_1
66.06,91.05,0.32,0.0,18.15,0.85,0.91,0.0,ball_2
26.36,29.41,-0.87,0.0,27.64,58.94,-0.03,0.0,ball_1
49.63,12.76,0.09,0.0,31.37,89.86,-0.88,0.0,ball_1
54.84,11.8,-0.61,0.0,84.36,11.8,0.42,0.0,same
28.23,21.06,0.6,0.0,56.73,28.12,0.09,0.0,ball_1
99.78,73.53,-0.55,0.0,48.57,62.31,0.54,0.0,ball_2
39.47,55.79,0.07,0.0,90.54,66.5,-0.08,0.0,ball_1
83.39,90.29,0.49,0.0,16.96,90.29,-0.88,0.0,same
83.08,88.1,0.69,0.0,68.09,18.74,-0.17,0.0,ball_2
22.56,82.58,-0.97,0.0,67.16,71.23,0.71,0.0,ball_2
79.12,96.55,-0.59,0.0,10.89,96.55,-0.28,0.0,same
83.43,76.2,-0.89,0.0,12.07,35.34,-0.07,0.0,ball_2
41.34,21.4,0.25,0.0,52.39,21.4,0.06,0.0,same
73.07,38.36,-0.64,0.0,50.37,98.4,-0.91,0.0,ball_1
30.34,8.18,-0.83,0.0,15.37,81.82,0.27,0.0,ball_1
53.53,52.02,-0.03,0.0,94.26,52.02,-0.82,0.0,same
65.02,42.16,-0.38,0.0,94.45,69.33,0.85,0.0,ball_1
10.63,26.11,0.5,0.0,16.16,57.15,0.27,0.0,ball_1
47.4,46.77,0.54,0.0,58.2,20.16,-0.22,0.0,ball_2
95.03,81.28,-0.27,0.0,4.87,87.74,0.39,0.0,ball_1
42.12,14.74,0.41,0.0,28.19,62.27,0.01,0.0,ball_1
40.71,48.82,0.16,0.0,27.79,88.4,0.22,0.0,ball_1
26.1,5.02,0.6,0.0,26.93,25.95,-0.84,0.0,ball_1
15.17,30.98,0.22,0.0,87.66,71.08,0.22,0.0,ball_1
45.79,72.06,-0.95,0.0,34.17,72.06,0.67,0.0,same
13.64,4.38,0.42,0.0,12.76,39.2,-0.32,0.0,ball_1
85.36,86.54,-0.03,0.0,60.84,91.27,0.86,0.0,ball_1
21.26,75.9,-0.22,0.0,60.85,68.88,0.64,0.0,ball_2
10.4,97.23,0.98,0.0,9.48,97.23,0.3,0.0,same
62.24,23.03,0.82,0.0,72.13,14.82,-0.18,0.0,ball_2
37.83,13.41,-0.46,0.0,7.71,35.27,0.27,0.0,ball_1
90.31,57.42,0.68,0.0,1.17,49.61,0.18,0.0,ball_2
43.31,23.21,0.61,0.0,13.43,23.21,0.47,0.0,same
38.26,17.97,-0.62,0.0,59.53,18.81,0.43,0.0,ball_1
8.95,71.04,0.13,0.0,35.09,71.04,-0.22,0.0,same
40.68,94.81,-0.32,0.0,28.96,45.86,-0.69,0.0,ball_2
89.18,94.64,-0.66,0.0,52.71,94.64,0.86,0.0,same
77.04,76.02,0.21,0.0,98.31,39.71,0.58,0.0,ball_2
0.68,94.32,1.0,0.0,93.48,45.32,0.55,0.0,ball_2
59.1,35.72,-0.18,0.0,66.13,20.95,-0.42,0.0,ball_2
76.96,64.89,0.52,0.0,69.94,27.19,0.07,0.0,ball_2
69.44,62.22,-0.79,0.0,87.25,4.94,-0.73,0.0,ball_2
5.08,74.18,0.66,0.0,32.43,74.18,-0.83,0.0,same
52.28,43.46,0.03,0.0,59.95,43.46,0.08,0.0,same
89.73,9.91,0.29,0.0,19.15,58.38,-0.32,0.0,ball_1
49.69,61.66,0.45,0.0,43.69,30.35,-0.2,0.0,ball_2
20.57,45.45,0.62,0.0,66.75,45.45,-0.95,0.0,same
91.22,41.2,0.57,0.0,10.76,5.54,-0.55,0.0,ball_2
89.16,17.8,-0.49,0.0,73.57,17.8,0.14,0.0,same
18.27,84.32,-0.76,0.0,63.25,76.99,-0.46,0.0,ball_2
25.66,5.62,-0.98,0.0,84.12,89.97,-0.83,0.0,ball_1
21.21,48.92,-0.25,0.0,86.84,45.14,-0.71,0.0,ball_2
73.73,3.27,-0.22,0.0,68.12,0.33,-0.65,0.0,ball_2
39.56,73.24,-0.03,0.0,95.76,15.92,0.01,0.0,ball_2
13.21,55.28,-0.45,0.0,76.05,84.92,-0.76,0.0,ball_1
17.98,63.96,-0.39,0.0,71.53,40.87,0.48,0.0,ball_2
12.75,37.55,-0.36,0.0,24.29,18.01,-0.66,0.0,ball_2
21.13,75.77,0.78,0.0,84.54,96.87,-0.77,0.0,ball_1
90.05,29.13,-0.23,0.0,6.6,11.71,0.21,0.0,ball_2
90.54,37.4,-0.07,0.0,30.34,37.4,-0.78,0.0,same
90.04,9.54,0.69,0.0,24.0,65.19,0.58,0.0,ball_1
41.36,60.81,-0.52,0.0,86.23,60.81,0.4,0.0,same
76.09,16.25,-0.74,0.0,82.63,39.81,-0.8,0.0,ball_1
30.3,40.82,-0.27,0.0,96.66,40.82,-0.57,0.0,same
71.93,20.48,-0.38,0.0,93.58,9.42,0.5,0.0,ball_2
16.85,88.67,0.31,0.0,84.56,88.67,1.0,0.0,same
7.37,18.28,0.15,0.0,3.67,83.98,0.71,0.0,ball_1
49.21,49.45,-0.98,0.0,20.4,99.43,0.11,0.0,ball_1
74.84,34.21,0.35,0.0,75.89,34.21,0.81,0.0,same
35.84,46.87,-0.85,0.0,79.91,46.87,-0.47,0.0,same
95.13,1.69,-0.91,0.0,70.74,82.75,0.93,0.0,ball_1
58.07,88.45,-0.97,0.0,94.01,37.57,-0.61,0.0,ball_2
76.77,53.85,0.96,0.0,57.03,18.07,0.16,0.0,ball_2
73.45,10.25,-0.5,0.0,57.44,19.13,0.29,0.0,ball_1
49.24,85.91,-0.14,0.0,65.86,77.67,0.8,0.0,ball_2
24.3,16.79,-0.06,0.0,27.3,16.79,-0.32,0.0,same
93.66,28.53,0.32,0.0,93.87,52.85,-0.09,0.0,ball_1
85.4,74.59,0.18,0.0,87.74,58.84,-0.12,0.0,ball_2
58.49,18.92,-0.96,0.0,1.61,3.17,-0.44,0.0,ball_2
45.61,44.73,-0.1,0.0,60.37,94.83,0.67,0.0,ball_1
58.7,0.66,-0.39,0.0,47.29,0.66,-0.75,0.0,same
10.07,97.35,0.23,0.0,6.42,31.47,-0.79,0.0,ball_2
51.48,45.23,-0.47,0.0,69.91,70.95,0.16,0.0,ball_1
52.61,8.2,0.49,0.0,60.7,96.17,0.97,0.0,ball_1
14.77,91.19,0.91,0.0,78.19,64.34,0.11,0.0,ball_2
